,Potential_Customer,C_ID,Cust_Last_Purchase,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Total_Pur_3_years,Total_Pur_5_years,Total_Ad_Res_1_year,Total_Ad_Res_3_year,Total_Ad_Res_5_year
1839,0,56218,,18.0,14.0,11.75,11.0,18,45,A,0,69.0,M,U,37232.0,A,4,6,20,44,51
1840,0,56310,,20.0,12.5,12.5,5.0,27,33,A,0,57.0,M,U,58063.0,A,3,3,13,36,33
1841,1,56318,5.0,10.0,5.75,5.17,3.0,15,40,A,0,39.0,F,H,109713.0,A,5,8,16,42,43
1842,0,56470,,8.0,8.0,5.37,8.0,17,128,S,1,,F,U,51634.0,S,4,34,17,40,104
1843,1,56339,5.0,5.0,5.2,3.63,4.5,16,128,S,1,82.0,F,U,51634.0,S,7,42,9,31,87
1844,1,56337,15.0,15.0,15.0,12.07,15.0,15,119,S,1,60.0,F,H,51634.0,S,8,25,20,49,95
1845,1,56346,10.0,10.0,10.5,9.06,10.0,24,126,A,1,55.0,F,H,43750.0,A,6,26,15,46,100
1846,1,56367,5.0,7.0,5.43,5.17,5.0,18,45,A,1,50.0,M,H,37788.0,A,9,16,18,51,57
1847,0,56774,,33.0,33.0,33.0,33.0,16,16,F,0,35.0,M,H,46240.0,Others,2,2,17,24,20
1848,0,56379,,10.0,13.75,12.09,14.0,19,53,S,1,,M,H,35625.0,S,13,17,20,47,52
1849,0,56398,,15.0,6.71,6.25,5.25,18,37,S,1,,F,U,36683.0,S,11,13,19,45,45
1850,0,56404,,15.0,15.0,15.0,15.0,16,16,F,0,51.0,M,H,40156.0,Others,2,2,15,22,18
1851,1,56407,20.0,20.0,19.33,10.65,19.0,15,121,A,1,70.0,F,U,37031.0,A,5,25,20,48,103
1852,0,56416,,12.0,11.0,10.67,10.0,18,23,N,0,,M,U,0.0,Others,3,4,18,34,30
1853,0,10162,,0.0,0.0,10.2,,7,90,A,0,69.0,F,U,41639.0,A,0,13,29,29,101
1854,1,185464,15.0,15.0,17.5,11.11,17.5,13,57,A,0,58.0,M,H,41639.0,A,4,12,30,63,81
1855,0,56454,,5.0,5.0,3.64,5.0,17,126,S,1,78.0,F,U,49810.0,S,7,40,17,46,103
1856,0,56452,,14.0,14.0,11.64,14.0,17,116,S,1,68.0,F,H,49810.0,S,3,21,19,47,102
1857,1,56451,8.0,6.0,9.2,7.8,9.0,18,129,S,1,59.0,M,U,49810.0,S,9,57,19,52,121
1858,0,56441,,30.0,27.5,19.25,30.0,15,56,A,0,,U,U,49810.0,A,3,6,21,47,63
1859,1,56479,4.0,3.0,4.0,3.31,4.2,18,93,S,1,71.0,F,H,16564.0,S,11,26,18,43,80
1860,0,56485,,20.0,20.0,20.0,20.0,17,17,F,0,26.0,F,U,45928.0,Others,2,2,14,21,18
1861,0,56525,,12.0,11.17,10.0,11.0,16,44,A,1,61.0,M,H,47412.0,A,10,15,18,50,57
1862,0,56585,,4.0,4.8,4.57,4.33,17,31,A,1,63.0,M,H,26021.0,A,8,10,18,40,37
1863,0,56599,,18.0,19.0,13.43,20.0,15,65,L,0,53.0,M,H,27204.0,Others,3,10,17,46,70
1864,0,56609,,4.0,4.6,4.33,4.75,16,29,A,1,63.0,F,H,39233.0,A,9,10,18,36,34
1865,0,56640,,16.0,13.0,13.0,13.0,23,29,A,0,45.0,F,H,41069.0,A,4,4,14,33,32
1866,0,56630,,20.0,20.0,20.0,,16,16,F,0,66.0,F,H,41069.0,Others,1,1,17,22,20
1867,1,56674,15.0,15.0,8.5,6.67,8.0,18,40,A,1,76.0,M,H,28542.0,A,5,8,17,42,40
1868,1,56700,20.0,20.0,20.0,12.33,,19,52,A,0,,M,U,0.0,A,1,8,19,38,60
1869,1,56697,10.0,10.0,9.0,7.7,8.6,19,44,A,1,51.0,F,H,41886.0,A,12,16,18,45,50
1870,0,56696,,10.0,6.75,6.75,5.0,18,30,A,1,39.0,M,H,41886.0,A,5,5,18,38,32
1871,0,8585,,15.0,0.0,10.42,,6,53,A,0,47.0,M,U,43588.0,A,0,14,37,37,79
1872,0,56722,,21.0,21.0,8.25,,18,69,A,1,69.0,M,U,43588.0,A,1,11,21,37,70
1873,0,56843,,15.0,14.5,10.56,,19,119,A,0,61.0,F,U,43211.0,A,2,14,21,37,80
1874,1,56787,13.0,13.0,13.0,9.67,11.0,19,80,A,1,32.0,M,H,60483.0,A,4,19,18,49,86
1875,0,56783,,21.0,18.0,12.0,18.0,16,68,A,0,52.0,M,H,60483.0,A,4,10,20,47,73
1876,1,186773,8.0,8.0,5.8,4.85,5.8,7,92,S,1,,F,H,60483.0,S,10,50,17,49,96
1877,1,56816,10.0,10.0,12.0,7.3,,16,77,S,1,77.0,F,U,0.0,S,3,15,10,31,69
1878,0,56834,,17.0,16.0,12.83,16.0,18,81,A,0,75.0,M,H,75367.0,A,6,16,21,53,87
1879,1,56833,20.0,20.0,20.0,12.71,20.0,20,57,A,1,46.0,F,H,75367.0,A,3,11,19,48,66
1880,1,56831,15.0,15.0,11.5,9.17,15.0,17,45,A,0,30.0,M,H,75367.0,A,3,9,20,52,56
1881,0,56845,,50.0,25.0,15.83,25.0,18,122,A,0,44.0,F,U,55792.0,A,3,17,19,50,104
1882,1,56449,5.0,5.0,5.4,6.93,5.5,15,130,A,1,,F,U,0.0,A,9,24,20,41,89
1883,0,56863,,10.0,10.0,4.5,10.0,18,125,A,1,,F,H,47310.0,A,2,30,10,36,91
1884,1,56860,24.0,24.0,17.0,11.25,24.0,16,80,A,0,31.0,F,U,47310.0,A,3,11,20,49,78
1885,1,56886,12.0,6.0,7.13,6.64,7.14,15,41,S,1,71.0,M,H,65232.0,S,15,19,16,45,48
1886,0,62891,,15.0,15.0,15.0,15.0,17,17,F,0,51.0,M,H,68159.0,Others,2,2,14,21,18
1887,0,56903,,20.0,20.0,20.0,20.0,15,32,S,1,41.0,M,U,88241.0,S,8,8,20,47,43
1888,0,56951,,20.0,20.0,6.54,20.0,26,130,A,1,,F,U,0.0,A,2,24,13,39,92
1889,0,190891,,15.0,11.67,9.27,12.5,16,91,S,1,66.0,M,U,0.0,S,5,22,19,48,83
1890,0,49877,,15.0,12.8,10.6,12.25,17,64,S,1,41.0,M,H,60845.0,S,9,18,20,50,78
1891,1,57899,10.0,20.0,20.0,10.55,20.0,24,128,S,1,,F,U,0.0,S,3,45,18,49,120
1892,1,57039,5.0,5.0,5.27,4.3,5.13,17,128,S,1,68.0,F,H,27089.0,S,19,68,15,47,119
1893,0,57036,,12.0,12.5,9.67,12.5,18,75,S,1,57.0,M,H,27089.0,S,4,20,12,38,65
1894,1,57052,29.0,24.0,21.0,16.57,18.0,20,76,A,1,50.0,U,H,58413.0,A,3,13,19,48,78
1895,1,57058,25.0,12.0,11.83,11.1,11.5,15,53,A,1,77.0,M,H,35412.0,A,8,13,20,53,65
1896,0,57069,,31.0,30.0,25.25,29.0,18,44,A,0,,F,U,0.0,A,3,6,19,52,59
1897,1,57092,36.0,40.0,34.67,23.67,36.0,16,52,S,1,44.0,M,H,46974.0,S,5,11,21,54,70
1898,1,57087,15.0,15.0,11.67,11.67,10.0,18,33,A,0,51.0,M,H,46974.0,A,5,5,19,45,40
1899,1,57119,20.0,18.0,0.0,10.55,,25,126,A,1,76.0,M,H,43423.0,A,0,20,17,17,101
1900,1,57151,26.0,21.0,20.5,15.9,,26,63,A,0,61.0,F,U,42819.0,A,2,12,15,37,73
1901,1,13292,10.0,10.0,7.5,6.36,7.5,10,120,A,1,,F,U,0.0,A,4,47,32,59,122
1902,1,57162,20.0,15.0,13.0,11.5,15.0,18,41,A,0,42.0,F,U,45560.0,A,3,6,18,45,45
1903,0,57195,,20.0,16.67,16.67,5.0,20,33,A,0,47.0,F,H,30032.0,A,4,4,19,42,39
1904,0,54692,,10.0,7.5,3.9,10.0,18,90,A,1,,F,U,0.0,A,3,33,17,45,87
1905,0,57241,,16.0,13.0,12.0,10.0,26,33,A,0,,F,U,0.0,A,3,4,13,39,40
1906,0,57237,,30.0,30.0,30.0,,16,16,F,0,62.0,F,U,43017.0,Others,1,1,17,22,20
1907,0,57268,,6.0,9.0,6.2,,15,123,S,1,42.0,M,H,35966.0,S,3,30,19,37,103
1908,0,57269,,15.0,15.0,9.63,15.0,15,129,A,1,,M,U,21558.0,A,4,16,15,33,82
1909,1,57332,6.0,6.0,6.33,6.11,6.5,16,105,S,1,69.0,M,H,60598.0,S,10,30,18,47,98
1910,1,57349,7.0,7.0,6.83,6.0,6.5,16,75,A,0,31.0,F,U,39333.0,A,8,13,19,44,61
1911,0,57375,,15.0,14.0,7.69,,15,130,E,1,22.0,F,H,40931.0,Others,2,40,13,30,106
1912,1,57369,5.0,5.0,5.57,5.38,5.67,17,67,S,1,57.0,F,U,40931.0,S,13,22,18,44,67
1913,1,57407,21.0,15.0,15.0,15.0,15.0,21,21,N,0,55.0,M,H,90240.0,Others,2,2,11,21,18
1914,1,57419,10.0,15.0,15.0,7.5,,26,65,A,0,35.0,F,H,72882.0,A,1,7,14,33,58
1915,0,57412,,15.0,15.0,15.0,,16,16,F,0,27.0,F,H,72882.0,Others,1,1,15,20,18
1916,0,57990,,15.0,15.0,15.0,15.0,21,21,N,0,58.0,F,U,66828.0,Others,2,2,11,21,18
1917,1,57463,10.0,18.0,18.0,11.14,,24,115,A,1,71.0,F,H,45176.0,A,1,12,13,28,78
1918,1,185572,5.0,5.0,8.33,7.67,7.5,4,65,A,1,,M,U,0.0,A,8,24,22,45,67
1919,1,187628,19.0,10.0,12.5,10.29,10.0,17,44,E,1,,U,U,0.0,Others,7,13,7,19,26
1920,0,187589,,15.0,12.5,10.86,15.0,15,41,E,0,,U,U,0.0,Others,6,11,9,21,24
1921,0,57499,,10.0,7.5,5.24,5.0,18,87,A,1,74.0,F,H,51052.0,A,3,26,19,45,86
1922,1,57496,25.0,25.0,25.0,15.75,25.0,23,77,A,0,62.0,M,H,51052.0,A,3,10,19,50,81
1923,1,57593,5.0,20.0,8.4,5.74,8.75,17,122,S,1,,M,U,23500.0,S,9,35,19,48,108
1924,0,57613,,15.0,5.75,6.83,5.5,18,32,A,0,,F,U,0.0,A,6,8,19,45,41
1925,1,57647,20.0,30.0,26.67,17.22,26.67,23,92,A,0,24.0,M,H,63009.0,A,6,16,19,52,90
1926,0,57643,,16.0,29.0,25.14,29.0,16,44,A,1,,M,U,0.0,A,8,12,18,50,60
1927,0,12420,,5.0,9.67,8.88,11.0,21,67,S,1,83.0,F,U,44888.0,S,9,27,20,52,79
1928,1,57705,5.0,5.0,3.86,3.58,4.0,20,88,S,1,,F,U,0.0,S,11,37,17,46,86
1929,0,57735,,10.0,7.5,7.0,,15,20,N,0,,M,H,48085.0,Others,2,3,17,23,23
1930,1,57761,16.0,16.0,16.0,9.22,,18,87,A,1,58.0,F,U,42047.0,A,1,13,15,32,77
1931,1,57909,10.0,10.0,9.25,9.25,10.5,23,32,A,0,,M,U,0.0,A,6,6,18,38,35
1932,1,57929,10.0,10.0,10.0,8.31,10.0,19,93,S,1,62.0,F,U,36735.0,S,9,23,19,48,82
1933,1,57928,11.0,13.0,11.5,11.08,11.0,18,86,S,1,74.0,F,U,0.0,S,6,19,12,38,68
1934,1,57964,12.0,12.0,10.5,9.19,10.67,16,130,S,1,71.0,M,U,40054.0,S,7,29,13,29,75
1935,1,57963,10.0,11.0,9.5,8.44,9.33,17,126,A,1,70.0,F,H,40054.0,A,7,28,21,52,103
1936,0,57953,,18.0,17.33,13.63,17.33,16,80,A,0,70.0,M,H,40054.0,A,6,15,22,55,84
1937,0,57940,,20.0,15.0,15.0,15.0,16,28,A,0,45.0,F,H,40054.0,A,4,4,17,36,33
1938,0,1748,,27.0,26.0,22.33,25.0,19,33,A,0,74.0,M,H,40054.0,A,3,5,25,51,66
1939,0,57982,,10.0,9.0,8.0,9.0,18,130,A,1,47.0,F,H,44658.0,A,4,35,17,46,111
1940,0,57976,,21.0,19.0,11.55,21.0,16,76,A,1,76.0,F,H,44658.0,A,4,16,19,52,80
1941,1,57992,5.0,5.0,5.0,4.87,5.0,16,68,S,1,51.0,M,H,43494.0,S,12,25,19,51,75
1942,0,58006,,20.0,20.0,20.0,20.0,24,24,N,0,45.0,F,U,32989.0,Others,2,2,10,24,21
1943,0,58043,,20.0,15.0,8.75,,15,40,A,0,47.0,M,H,24102.0,A,2,5,16,34,40
1944,0,58075,,15.0,15.0,9.5,,16,103,A,1,77.0,F,U,18750.0,A,1,20,17,35,92
1945,1,58079,10.0,20.0,18.0,13.56,16.0,25,95,A,1,,F,U,22654.0,A,3,13,17,48,87
1946,0,58084,,15.0,12.5,9.17,10.0,27,81,A,0,51.0,U,H,24084.0,A,3,8,13,38,65
1947,1,58086,4.0,2.0,3.78,3.26,4.0,16,123,S,1,53.0,F,H,29167.0,S,14,36,18,50,97
1948,1,58130,7.0,15.0,7.6,5.11,8.0,17,111,S,1,,F,U,22720.0,S,9,40,11,34,92
1949,1,191297,5.0,5.0,7.75,7.75,9.25,15,126,S,1,,F,U,36364.0,S,12,56,8,33,104
1950,1,58147,5.0,5.0,5.0,4.41,,18,130,S,1,56.0,M,U,0.0,S,4,35,16,35,101
1951,0,58049,,5.0,5.0,4.15,5.0,16,125,S,1,77.0,M,U,0.0,S,8,30,17,42,94
1952,0,58198,,4.0,4.17,3.64,3.75,15,105,S,1,,F,U,0.0,S,8,20,20,47,84
1953,1,58203,6.0,7.0,5.33,5.33,5.67,18,32,A,0,53.0,M,U,28100.0,A,9,9,11,34,31
1954,0,58105,,21.0,21.0,13.79,21.0,23,124,A,1,84.0,F,U,21620.0,A,3,21,18,49,100
1955,0,58262,,5.0,3.4,2.92,4.0,18,105,S,1,79.0,F,H,37165.0,S,7,36,19,47,93
1956,1,14376,15.0,10.0,11.33,9.45,11.6,17,45,A,1,31.0,F,H,33697.0,A,11,17,34,67,74
1957,0,58290,,20.0,15.0,8.82,10.0,26,127,A,1,,M,H,44415.0,A,3,19,15,46,98
1958,1,58284,4.0,4.0,4.13,3.69,3.8,16,67,A,0,65.0,F,H,44415.0,A,13,22,19,51,71
1959,0,58318,,14.0,15.75,12.0,12.0,23,53,S,1,85.0,F,U,32643.0,S,6,14,21,54,65
1960,0,58333,,12.0,12.0,11.5,,18,92,A,1,35.0,M,U,40104.0,A,1,20,16,31,81
1961,1,58351,9.0,8.0,9.33,7.75,9.67,18,78,A,1,69.0,M,U,36787.0,A,9,12,20,47,71
1962,1,58374,10.0,10.0,12.5,9.55,15.0,15,102,A,1,79.0,F,H,41062.0,A,6,17,28,59,114
1963,1,186358,5.0,3.0,8.67,5.14,10.0,9,112,S,1,,U,H,41062.0,S,4,23,24,51,101
1964,0,58412,,3.0,3.67,3.67,2.5,18,26,N,1,65.0,F,H,36141.0,Others,8,8,10,30,25
1965,1,58447,10.0,10.0,10.25,9.2,10.33,16,33,A,1,67.0,F,U,53142.0,A,7,8,20,46,42
1966,1,58463,10.0,33.0,31.33,21.0,30.5,19,75,A,1,81.0,M,U,0.0,A,5,13,21,54,77
1967,1,58466,5.0,7.0,5.44,5.58,5.57,16,51,S,1,62.0,M,U,0.0,S,16,21,21,49,55
1968,0,58488,,15.0,13.0,8.4,13.0,19,127,A,1,73.0,F,U,42251.0,A,4,18,17,44,92
1969,0,58484,,10.0,5.0,6.88,2.5,20,111,A,1,41.0,F,H,0.0,A,6,28,15,42,94
1970,0,58499,,10.0,10.0,6.81,10.0,16,129,A,1,46.0,M,U,38728.0,A,4,34,15,44,106
1971,1,58511,15.0,14.0,14.0,10.29,14.0,17,88,S,1,70.0,M,U,37412.0,S,4,23,21,49,90
1972,0,58525,,50.0,43.33,24.55,30.0,19,77,A,0,54.0,F,H,38962.0,A,4,16,19,52,89
1973,1,58538,10.0,15.0,15.0,12.33,,18,93,A,1,36.0,F,H,49375.0,A,2,22,19,40,95
1974,0,104359,,25.0,25.0,25.0,25.0,24,44,A,1,35.0,M,H,29089.0,A,4,8,16,31,33
1975,0,58576,,9.0,9.14,7.75,8.75,19,65,S,1,51.0,F,H,38796.0,S,11,23,18,48,73
1976,0,58573,,4.0,5.0,4.9,5.0,15,56,S,1,67.0,M,H,38796.0,S,20,33,19,49,68
1977,1,58566,16.0,20.0,8.5,12.33,12.0,15,32,A,0,74.0,M,H,38796.0,A,3,4,18,39,36
1978,1,58597,50.0,50.0,36.25,25.11,36.25,21,105,A,1,80.0,M,U,0.0,A,8,17,19,49,90
1979,1,58649,10.0,10.0,8.75,8.75,10.0,19,31,A,0,75.0,F,H,42920.0,A,6,6,18,40,37
1980,0,58721,,11.0,12.0,7.14,7.67,23,69,A,1,,M,U,39914.0,A,8,28,19,52,83
1981,1,58728,20.0,20.0,20.0,10.4,20.0,20,98,A,0,49.0,M,U,31950.0,A,2,9,16,35,73
1982,0,58726,,14.0,11.8,10.63,12.33,17,86,S,1,60.0,M,U,31950.0,S,8,29,20,52,97
1983,1,58725,15.0,25.0,15.0,15.0,5.0,15,76,A,0,79.0,M,H,31950.0,A,3,6,18,39,53
1984,1,58749,14.0,14.0,14.5,8.5,15.0,17,129,A,1,62.0,U,U,33047.0,A,3,52,9,25,94
1985,0,58753,,6.0,5.2,5.14,4.67,18,29,A,1,69.0,M,U,33920.0,A,8,10,18,36,33
1986,0,58777,,13.0,14.33,9.1,15.0,20,128,S,1,69.0,F,U,47500.0,S,4,41,19,50,114
1987,1,58786,20.0,10.0,10.0,6.06,,25,127,A,1,70.0,F,U,41861.0,A,2,29,16,36,105
1988,0,58835,,10.0,10.0,7.25,10.0,17,126,A,1,80.0,M,U,44605.0,A,5,22,19,41,91
1989,1,58808,10.0,6.0,15.0,10.5,15.0,15,17,N,1,83.0,F,U,44605.0,Others,2,3,15,22,19
1990,1,58850,6.0,6.0,6.0,3.52,6.0,17,103,S,1,75.0,M,H,39954.0,S,5,33,19,36,80
1991,0,58882,,30.0,40.0,17.11,40.0,16,88,A,0,67.0,F,U,37109.0,A,4,15,21,51,88
1992,0,58885,,10.0,8.43,7.89,8.75,17,41,S,1,65.0,F,H,49219.0,S,11,14,18,47,48
1993,0,58884,,5.0,5.0,5.17,5.0,18,33,S,1,79.0,F,U,0.0,S,7,9,18,41,39
1994,0,58969,,10.0,12.5,10.5,15.0,15,127,L,1,,M,U,38742.0,Others,3,25,17,46,107
1995,1,58934,10.0,15.0,15.0,15.0,15.0,17,17,F,0,,F,U,0.0,Others,2,2,14,21,18
1996,0,58973,,10.0,7.5,8.33,,16,20,N,0,,F,U,22065.0,Others,2,3,17,23,23
1997,0,58988,,20.0,20.0,20.0,20.0,17,17,F,0,69.0,F,H,23157.0,Others,2,2,14,21,18
1998,1,58991,10.0,20.0,15.0,20.0,,18,88,A,0,64.0,M,H,22716.0,A,2,8,20,32,65
1999,0,59015,,10.0,6.67,6.31,,15,123,A,1,35.0,M,H,48556.0,A,3,19,15,33,90
2000,1,5496,5.0,10.0,10.0,11.5,,18,126,A,1,84.0,M,H,29982.0,A,1,25,18,31,112
2001,1,59070,10.0,10.0,10.0,10.25,,18,81,A,1,47.0,M,H,0.0,A,3,18,19,41,87
2002,0,59296,,16.0,13.0,13.0,13.0,22,35,A,0,29.0,M,U,62244.0,A,4,4,14,36,34
2003,0,125141,,10.0,11.67,10.44,12.75,21,76,S,1,73.0,M,H,64504.0,S,10,25,19,49,86
2004,0,59182,,20.0,15.0,10.0,,18,45,A,0,,F,U,0.0,A,2,6,19,39,52
2005,1,59225,10.0,7.0,8.0,5.69,7.67,18,126,S,1,,F,U,62000.0,S,8,28,20,52,103
2006,1,59240,10.0,15.0,12.5,9.0,15.0,16,80,A,0,,F,U,0.0,A,3,8,17,32,61
2007,0,1196,,5.0,4.57,4.1,4.4,16,57,A,1,32.0,M,U,92295.0,A,12,29,33,64,112
2008,0,59265,,15.0,12.5,11.83,10.0,18,101,A,1,46.0,F,H,105303.0,A,3,19,19,48,88
2009,1,59249,15.0,15.0,15.0,15.0,15.0,16,16,F,0,22.0,M,H,105303.0,Others,2,2,14,21,18
2010,1,59285,10.0,15.0,15.0,12.0,,19,104,A,0,46.0,F,U,0.0,A,1,8,14,26,74
2011,0,59304,,13.0,11.4,8.73,,18,104,A,1,44.0,M,H,82313.0,A,5,15,19,38,88
2012,0,59292,,20.0,17.5,13.56,17.5,8,53,F,1,35.0,M,H,82313.0,Others,6,13,31,60,81
2013,0,59290,,25.0,25.0,25.0,25.0,17,17,F,0,38.0,F,H,82313.0,Others,2,2,16,22,19
2014,0,83302,,16.0,15.0,9.88,15.0,16,77,S,1,41.0,F,H,82313.0,S,4,14,20,44,75
2015,0,59318,,30.0,30.0,30.0,,20,20,F,0,76.0,F,H,47836.0,Others,1,1,16,22,22
2016,0,59370,,15.0,15.0,10.56,,27,93,A,1,55.0,F,H,53015.0,A,1,15,14,34,82
2017,0,59409,,25.0,14.57,11.31,13.0,17,68,A,1,69.0,F,U,0.0,A,10,23,20,51,80
2018,0,59462,,19.0,19.0,12.0,,16,93,A,1,,F,U,0.0,A,1,25,18,36,90
2019,0,8358,,18.0,0.0,12.45,,27,111,A,0,,F,U,0.0,A,0,15,9,9,70
2020,1,60571,15.0,12.0,10.5,10.5,10.67,17,29,A,1,,M,U,0.0,A,7,7,19,36,36
2021,1,59518,8.0,10.0,8.0,6.89,9.0,21,57,A,0,66.0,F,H,65435.0,A,8,13,10,37,53
2022,0,59808,,10.0,17.5,16.24,16.0,22,128,S,1,,F,H,52688.0,S,10,62,17,50,119
2023,0,8452,,17.0,15.4,12.46,15.0,19,128,S,1,69.0,M,H,62592.0,S,8,22,22,52,117
2024,1,59561,9.0,10.0,9.0,8.2,10.0,16,44,A,0,36.0,M,H,42359.0,A,5,7,18,44,48
2025,0,59571,,25.0,20.0,20.0,25.0,19,32,A,0,,M,U,73684.0,A,4,4,19,41,37
2026,0,59581,,15.0,15.0,9.71,,27,104,A,1,73.0,F,H,55043.0,A,1,10,13,33,83
2027,0,59572,,3.0,11.5,11.5,3.0,15,16,F,0,47.0,F,U,55043.0,Others,3,3,16,23,19
2028,1,59588,3.0,5.0,2.0,2.97,2.0,19,129,S,1,77.0,M,H,45642.0,S,7,55,8,25,90
2029,0,59600,,11.0,10.0,3.59,9.0,18,125,A,1,64.0,M,U,44830.0,A,3,27,15,36,82
2030,1,59598,15.0,100.0,10.0,18.18,,18,102,A,0,,M,U,0.0,A,1,15,14,29,79
2031,0,59622,,10.0,11.67,7.89,10.0,16,91,A,0,71.0,M,H,61366.0,A,4,13,20,44,78
2032,1,59610,15.0,15.0,10.0,10.0,5.0,18,32,A,0,74.0,F,U,0.0,A,3,3,14,32,29
2033,1,59645,4.0,5.0,4.67,4.5,4.5,17,45,A,1,58.0,F,H,66481.0,A,10,16,18,50,54
2034,0,59681,,12.0,12.0,10.24,,26,124,A,1,43.0,M,U,65147.0,A,1,26,13,25,88
2035,0,59680,,15.0,15.0,9.6,15.0,21,104,A,1,,F,H,65147.0,A,3,32,19,49,97
2036,0,59697,,16.0,16.0,9.8,16.0,17,114,A,1,85.0,F,U,46960.0,A,2,17,8,25,63
2037,0,59695,,20.0,20.0,11.13,,26,98,A,0,,F,H,46960.0,A,1,12,15,36,83
2038,0,59699,,15.0,15.0,15.0,15.0,16,16,F,0,,F,U,0.0,Others,2,2,14,20,17
2039,0,63742,,20.0,20.0,20.0,,18,18,F,0,78.0,F,H,52067.0,Others,1,1,14,19,17
2040,0,59703,,12.0,10.67,10.67,11.0,17,24,N,1,31.0,M,H,52067.0,Others,5,5,20,36,33
2041,1,59746,4.0,3.0,4.73,4.85,5.33,15,129,S,1,,F,U,0.0,S,17,52,20,51,114
2042,1,59744,16.0,12.0,10.5,9.0,10.67,16,53,A,1,43.0,F,U,0.0,A,7,12,20,49,55
2043,0,9002,,12.0,0.0,9.94,,26,125,A,1,70.0,M,H,75533.0,A,0,27,16,16,104
2044,1,59814,5.0,5.0,5.0,5.45,5.0,24,123,S,1,57.0,F,U,46771.0,S,7,29,17,42,95
2045,0,59851,,10.0,8.11,6.86,8.0,18,103,S,1,65.0,U,H,50263.0,S,13,20,20,51,73
2046,0,59880,,5.0,6.13,5.33,5.4,18,40,S,1,,U,U,0.0,S,13,18,18,50,53
2047,0,59903,,6.0,7.75,9.94,8.0,19,68,S,1,48.0,U,H,32793.0,S,7,23,20,48,81
2048,0,59937,,9.0,7.75,8.33,7.0,18,114,S,1,84.0,U,U,35122.0,S,6,20,17,42,87
2049,0,59927,,7.0,7.0,6.91,9.0,15,76,S,1,67.0,F,H,35122.0,S,6,31,20,53,85
2050,0,2678,,5.0,5.0,4.68,5.0,9,78,S,1,73.0,F,U,35122.0,S,18,44,34,63,100
2051,0,60005,,10.0,9.25,6.56,8.5,19,119,S,1,87.0,F,H,36291.0,S,6,30,19,50,103
2052,0,59911,,10.0,10.75,9.38,10.83,17,128,S,1,27.0,F,U,0.0,S,18,89,17,49,134
2053,1,59906,8.0,7.0,7.57,6.08,7.0,15,75,S,1,67.0,F,H,56604.0,S,8,16,17,42,73
2054,1,60477,20.0,15.0,15.0,15.0,15.0,16,16,F,0,73.0,M,U,46893.0,Others,2,2,15,22,18
2055,1,60098,25.0,11.0,11.8,9.92,12.25,22,65,A,0,56.0,M,H,46893.0,A,9,20,16,42,65
2056,0,60090,,15.0,11.0,10.63,11.0,20,41,A,1,,M,U,0.0,A,10,14,19,50,53
2057,0,60071,,20.0,20.0,20.0,20.0,17,17,F,0,59.0,F,H,46893.0,Others,2,2,14,21,18
2058,0,60127,,10.0,10.0,12.5,10.0,18,21,N,0,74.0,M,U,71148.0,Others,2,4,18,30,25
2059,0,60184,,5.0,6.33,4.65,7.0,16,119,S,1,79.0,F,U,0.0,S,4,24,10,29,80
2060,0,60172,,15.0,14.0,14.0,15.0,21,32,A,0,59.0,M,H,47663.0,A,3,3,14,34,34
2061,0,60169,,15.0,15.0,15.0,15.0,26,26,N,0,58.0,M,U,47663.0,Others,2,2,10,26,22
2062,1,60195,25.0,20.0,13.5,13.5,7.0,18,28,A,0,42.0,F,U,0.0,A,3,3,14,31,28
2063,1,60252,15.0,25.0,19.67,13.45,14.0,16,113,S,1,,M,H,42546.0,S,4,15,19,50,94
2064,1,60265,5.0,5.0,5.5,3.15,5.67,15,130,S,1,59.0,F,U,0.0,S,7,31,11,28,59
2065,1,60313,10.0,10.0,10.0,15.38,10.0,15,116,S,1,53.0,M,H,45840.0,S,7,36,18,50,102
2066,0,60271,,20.0,20.0,20.0,20.0,16,16,F,0,29.0,M,H,45840.0,Others,2,2,17,24,20
2067,0,60372,,15.0,12.5,7.11,15.0,16,116,A,0,80.0,F,U,47879.0,A,3,16,18,45,89
2068,1,60360,13.0,10.0,12.14,11.14,12.14,22,85,S,1,67.0,F,H,47879.0,S,14,37,18,48,88
2069,0,59994,,7.0,5.67,4.71,6.0,16,75,S,1,66.0,M,H,63697.0,S,5,12,18,30,53
2070,1,59984,17.0,17.0,16.0,11.67,,18,41,A,0,81.0,F,H,63697.0,A,2,4,16,32,38
2071,1,38853,12.0,12.0,12.33,6.35,12.5,26,125,A,1,69.0,F,H,51568.0,A,5,33,13,42,104
2072,0,60392,,10.0,10.0,7.86,10.0,17,113,S,1,55.0,M,H,51568.0,S,5,26,19,45,98
2073,0,60423,,10.0,7.33,5.26,7.5,15,113,A,1,,U,U,60349.0,A,5,30,12,38,91
2074,0,60410,,12.0,11.0,10.3,11.0,19,44,A,0,,M,H,60349.0,A,7,14,19,52,60
2075,0,60476,,15.0,15.0,7.0,15.0,19,104,S,1,48.0,F,H,61541.0,S,3,22,17,41,86
